Method,path,req,Param_Name,CORS,api_id,Dev_resources_id
GET,/wallet/{m_hd_wallet_id}/tx,querystring,count,yes,,3qix2z4o55
GET,/wallet/{m_hd_wallet_id}/tx,querystring,txid,yes,,3qix2z4o55
GET,/wallet/{m_hd_wallet_id}/tx,querystring,start_date,yes,,3qix2z4o55
GET,/wallet/{m_hd_wallet_id}/tx,querystring,date_length,yes,,3qix2z4o55
GET,/wallet/{m_hd_wallet_id}/tx,querystring,status,yes,,3qix2z4o55
GET,/wallet/m_hd_wallet_id/proposal/proposal_id,header,token,yes,,3qix2z4o55
GET,/wallet/m_hd_wallet_id/proposal/proposal_id,path,m_hd_wallet_id,yes,,3qix2z4o55
GET,/wallet/m_hd_wallet_id/proposal/proposal_id,path,proposal_id,yes,,3qix2z4o55
GET,/wallet/m_hd_wallet_id/proposal/proposal_id,querystring,uuid,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,header,token,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,path,m_hd_wallet_id,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,body,uuid,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,body,currency_code,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,body,upgrade_wallet_plan_id,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,body,period,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,body,insurance_coverage_USD,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,body,subscription_fee,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,body,remark,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,body,txid,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,body,email_auth,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,body,geofencing_auth,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,body,sms_auth,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,body,biometric_auth,yes,,3qix2z4o55
POST,/wallet/{m_hd_wallet_id}/subscription/insurance_plan,body,callback_auth,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id}/status,header,token,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id}/status,path,m_hd_wallet_id,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id}/status,path,insurance_plan_id,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id}/status,body,uuid,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id}/status,body,status,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id}/extend,header,token,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id}/extend,path,m_hd_wallet_id,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id}/extend,path,insurance_plan_id,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id}/extend,body,currency_code,yes,,3qix2z4o55
GET,/wallet/{m_hd_wallet_id}/subscription/detail,header,token,yes,,3qix2z4o55
GET,/wallet/{m_hd_wallet_id}/subscription/detail,path,m_hd_wallet_id,yes,,3qix2z4o55
GET,/wallet/{m_hd_wallet_id}/subscription/detail,querystring,uuid,yes,,3qix2z4o55
GET,/wallet/subscription/plans,header,token,yes,,3qix2z4o55
GET,/wallet/subscription/plans,querystring,m_hd_wallet_id,yes,,3qix2z4o55
GET,/wallet/subscription/workflow,header,token,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id},header,token,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id},path,m_hd_wallet_id,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id},path,insurance_plan_id,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id},body,currency_code,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id},body,upgrade_wallet_plan_id,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id},body,action,yes,,3qix2z4o55
PUT,/wallet/{m_hd_wallet_id}/subscription/insurance_plan/{insurance_plan_id},body,insurance_coverage_USD,yes,,3qix2z4o55
